time,site_id,p_ac_kw,p_ac_ph1_kw,p_ac_ph2_kw,p_ac_ph3_kw,e_exported_kwh,e_imported_kwh,e_net_kwh,v_ph1_n_v,v_ph2_n_v,v_ph3_n_v,v_ph1_ph2_v,v_ph2_ph3_v,v_ph3_ph1_v,i_ph1_a,i_ph2_a,i_ph3_a,freq_hz,power_factor,power_factor_ph1,power_factor_ph2,power_factor_ph3,q_kvar,q_ph1_kvar,q_ph2_kvar,q_ph3_kvar,q_total_kvarh,quality
2025-01-14 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3321.7055548333333,,,,3385.300000000012,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3778.969734166666,,,,3843.899999999994,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1674.1400265,,,,1627.6999999999991,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,496.53847808333336,,,,506.2000000000043,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18.255238380166663,,,,31.000000000001812,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.0110299475,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-14 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,117.17194878750001,,,,106.90000000000327,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,787.8031152499998,,,,781.6999999999791,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1194.549135,,,,1182.9000000000158,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1550.4272483333332,,,,1555.4999999999945,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1312.2814700000004,,,,1280.9000000000146,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1289.7966918333332,,,,1280.1999999999884,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,722.2093311666666,,,,541.8999999999869,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,325.92017057500004,,,,420.7000000000008,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6.519208644033335,,,,34.20000000000982,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.0113671875,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-15 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,143.11678904788099,,,,131.8000000000102,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,660.5624945833333,,,,640.3999999999868,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1035.0478433333333,,,,1071.4000000000071,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1290.2409548333337,,,,1270.1999999999935,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1958.964418166667,,,,1898.600000000004,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1518.7242899999999,,,,1529.2000000000041,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1248.1195574999997,,,,1228.9999999999984,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,456.7634454166667,,,,441.60000000000764,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,18.06171647739167,,,,24.299999999991996,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.028085143333333368,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-16 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,177.58759654333332,,,,155.89999999999966,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,804.6497345119046,,,,814.1999999999881,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1874.2136408333333,,,,1890.3000000000175,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2199.3838416666667,,,,2103.2999999999884,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2575.8709750000007,,,,2364.7000000000116,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2285.7295583333334,,,,2645.7000000000044,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1240.3301941666668,,,,1245.9999999999814,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,523.5982481666667,,,,543.7999999999993,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,30.0747650991,,,,31.899999999999636,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.011625993083333338,,,,0.1999999999970896,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-17 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,150.39986916666663,,,,139.2000000000153,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,575.9362357499998,,,,579.7000000000062,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1099.4581925000002,,,,1114.2999999999938,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1594.5940783333335,,,,1546.1000000000008,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1915.2852715,,,,1964.5999999999933,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1723.6838416666667,,,,1398.899999999985,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1049.5095888095236,,,,1337.4000000000037,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,418.16810227380944,,,,420.7000000000062,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,22.093827074666667,,,,20.699999999998912,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.027569009999999998,,,,0.100000000000364,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-18 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,82.31308592283335,,,,79.100000000004,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,443.36222241666667,,,,420.2999999999902,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,734.6566128000002,,,,739.5,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,848.3138933333332,,,,708.5000000000182,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,991.2783841666668,,,,1150.0000000000014,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,801.2117023333335,,,,731.7999999999774,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,520.76890275,,,,565.8000000000102,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,236.5193589416667,,,,221.00000000000546,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,10.38637576011667,,,,10.50000000000546,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.01151302083333333,,,,12.599999999994907,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-19 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.10515060491666667,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,346.02373965833334,,,,318.3999999999942,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1138.8712961666668,,,,1170.699999999999,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1446.0617608333334,,,,1414.9999999999923,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4050.632329333333,,,,4166.900000000018,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3569.0570475,,,,3079.80000000001,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1023.6566524999996,,,,1027.2999999999884,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1317.6920716666668,,,,2068.899999999989,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,262.90145105833335,,,,256.9000000000233,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,28.02648861641666,,,,27.099999999980355,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.14238129400000005,,,,0.0999999999985448,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-20 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,6.2802258633333325,,,,4.700000000000733,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,392.05949372500004,,,,390.90000000001965,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1284.8831450555547,,,,1303.7999999999774,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2265.397268333334,,,,2180.8000000000175,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3836.519359666667,,,,3725.8999999999883,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4900.361571666666,,,,4800.299999999999,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,4594.220133333333,,,,4242.400000000009,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3084.4715141666666,,,,3359.0999999999967,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1356.476576583333,,,,1489.0999999999967,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,40.15248823475833,,,,79.69999999999345,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.05681470750000001,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2025-01-21 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
